1239,350
1241,545
1243,381
1245,1092
1247,12310
1249,37134
1251,271
1253,350
1255,545
1257,381
1259,1092
1261,12310
1263,37134
1265,51
1267,111
1269,375
1271,1819
1273,668
1275,18983
1279,14
1281,119
1285,378
1287,1049
1289,12399
1291,23
1293,32
1295,187
1297,461
1299,631
1301,1782
1303,18765
1305,63013
1307,51
1309,65
1311,473
1313,1092
1315,1405
1317,3704
1319,38182
1321,26
1323,41
1325,125
1327,6712
1329,491
1331,1481
1333,15193
1335,36
1337,8
1339,317
1341,618
1343,1083
1345,3027
1347,24960
1349,8
1357,669
1359,7584
1361,300
1363,45
1365,271
1367,623
1369,861
1371,2341
1373,24561
1375,27
1377,121462
1379,15
1381,793
1383,790
1385,941
1387,1084
1389,54
1391,7434
1393,9141
1395,9002
1397,8878
1399,9144
1401,25609
1403,25275
1405,25426
1407,25030
1420,14
1422,33
1424,51
1426,865
1428,221
1430,713
1432,8447
1434,29264
1436,32
1438,107
1440,941
1442,2694
1444,6450
1446,430
1448,147
1450,1730
1452,361
1454,490
1456,1301
1458,262
1462,389
1464,8
1470,218
1472,489
1474,624
1476,943
1478,2884
1511,135
1513,1441
1515,486
1517,39
1519,16
1521,60
1523,1092
1539,40
1540,462
1550,31
1592,58
1595,69
1597,109
1599,440
1601,9909
1603,1250
1605,547
1607,277
1609,23
1613,62
1615,19257
1617,11975
1619,3029
1621,1225
1623,690
1625,22
1627,61
1629,118
1631,20913
1635,175
1637,501
1639,830
1641,1139
1643,3410
1645,18304
1654,194
1656,537
1658,757
1660,1196
1662,10322
1664,21962
1673,138
1675,453
1677,673
1679,1093
1681,1962
1683,18248
1692,138
1694,453
1696,673
1698,1093
1700,1962
1702,18248
1716,49
1718,113
1720,169
1722,22
1724,49
1725,1206
1727,503
1729,693
1731,2055
1733,3
1734,7
1735,25
1737,159
1739,283
1741,364
1743,364
1745,1786
1747,4898
1749,2831
1751,2134
1753,1639
1755,14
1757,73
1759,118
1761,205
1763,1383
1765,214
1767,456
1769,1854
1771,362
1773,309
1775,619
1777,115
1779,61
1781,486
1783,274
1785,59
1787,63
1789,114
1791,183
1793,17
1794,236
1833,73
1835,95
1837,259
1863,94
1865,23
1869,94
1871,148
1873,348
1875,31
1877,330
1879,331
1881,412
1887,14
1889,623
1917,79
1919,25
1921,87
1923,25
1925,49
1927,83
1929,75
1931,3
1933,137
1935,216
1937,276
1939,56
1940,1
1941,1
1942,99
1944,184
1947,14
1949,377
1951,389
1953,370
1955,308
1957,25
1959,223277929
1961,59158995
1963,154
1965,40
1971,175
1973,226
1975,279
1978,40
1980,11
1982,194
1985,123
1987,861
1989,237495857
1993,60
2001,694
2003,584
2009,1431
2015,434
2019,175
2034,47
2038,33
2054,740
2080,983
2084,2246
2092,577
2102,196
2104,31
2108,750
2110,49
2112,186
2114,35
2116,39
2118,18
2120,151
2122,18
2124,31
2126,173
2128,394
2130,59
2132,138
2134,69
2136,165
2138,184
2140,82
2142,75
2150,513
2152,380
2162,37
2169,39
2171,20
2185,5210
2191,475
2195,514
2217,2895
2227,134
2229,1667
2231,1065
2233,247
2235,242
2237,76
2239,95
2241,103
2243,46
2253,154
2255,280
2259,266
2277,310
2281,248
2283,344
2285,539
2287,982
2309,101
2313,272
2315,853
2317,1014
2319,948
2321,1120
2341,905
2343,1158
2347,51
2349,161
2351,244
2353,743
2355,130
2357,115
2359,1494
2361,2104
2363,12928
2366,63895
2368,748187
2370,597
2391,326
2481,3003
2483,2948
2485,2981
2487,1657
2489,2070
2491,2554
2493,2470
2495,3151
2497,8145
2499,5459
2501,6559
2503,7974
2505,2282
2507,3015
2509,5298
2532,321
2533,321
2534,342
2535,342
2536,52
2537,52
2538,137
2539,137
2540,671
2541,671
2550,957
2568,1107
2570,3709
2577,12259971
2579,764305
2581,3421943
2583,73855
2585,32466
2587,55324
2589,67196
2591,171495
2593,92409
2595,194925
2597,225878
2599,68087
2601,14740
2603,34981
2605,61401
2607,168126
2609,50514
2611,119501
2613,151324
2615,199259
2617,93951
2619,156400
2621,160439
2623,46047
2625,41634
2627,49958
2629,71791
2631,83987
2633,65617
2635,162038
2637,285176
2639,63063
2641,20277
2643,416029
2645,111459
2647,43249
2649,22208
2651,82815
2653,663722
2655,189717
2657,507167
2659,418208
2661,1132000
2663,341895
2665,772202
2667,626588
2669,256968
2671,118423
2673,270460
2675,219913
2859,817
2861,3
2862,224
2864,46
2865,196
2866,34
2876,2041
2890,390
2961,23
2972,439
2974,1137
2976,242
2997,1550891
2998,3116
3000,10033
3002,3027
3004,8748
3049,1921
3051,9891
3053,10071
3054,31409
3093,669
3094,669
3095,423
3096,13
3097,34
3098,2522
3099,145
3100,593
3101,7487
3105,61567
3122,33994
3123,2256
3125,860
3138,1111
3140,2907974
3142,1556
3144,883
3157,251
3162,35
3183,460
3188,260
3190,607
3192,162
3194,912
3196,5517
3198,7085
3200,4790
3202,75612
3204,202515
3211,190
3216,228
3226,163
3228,30
3239,19
3325,309
3363,1120
3365,876
3367,659
3369,567
3371,259
3373,498
3377,16
3379,464
3381,280
3385,5676
3387,26978
3389,36177
3391,2885
3393,3811
3396,20
3398,226
3400,70
3402,170
3404,2330
3406,165
3438,789
3440,1092
3442,1391
3444,2830
3446,3975
3448,4869
3470,911
3472,2548
3473,7486
3474,3879
3475,9035
3476,37866
3477,40667
3478,42151
3479,38163
3480,41657
3481,1603304
3483,518763
3485,93114
3486,441207
3488,579741
3749,46440
3751,49705
3753,46985
3755,46964
3791,269
3793,1057
3795,706
3797,2422
3801,1683
3803,79
3827,1083613
3828,748998
3829,504121
3830,540018
3831,5901967
3832,4592469
3833,4958895
3834,4679487
3835,909982
3836,957697
3837,791151
3838,1129655
4087,166167
4119,904
4121,21414
4123,341
4125,487
4127,722
4129,1264
4131,8225
4151,431570
4153,31591
4156,2976
4161,1
4162,165
4164,746
4166,568
4168,321
4170,12774
4207,74432
4212,901394
4224,749876
4287,138
4289,184
4291,82
4293,75
4298,37
4300,48
4302,375
4304,78
4306,108
4308,198
4310,531
4436,298
4438,16
4440,11
4456,118
4458,35
4460,113
4517,979
4535,223
4537,223
4540,6
4542,3
4544,984
4546,984
4548,984
4551,936
4580,276
4582,276
4585,161750
4587,64672
4600,367
4608,435
4627,986
4675,60400
4694,33
4695,262
4696,8
4697,219
4698,378
4699,36
4740,265
4773,40
4778,17
4783,23
4788,66
4793,95
4798,173
4803,262
4812,855
4819,16
4820,16
4821,17
4822,34
4823,85
4824,121
4825,456
4827,196
4830,4821
4832,6834
4834,20685
4840,2261
4850,2013
5001,328
5003,166
5014,392
5016,247
5018,602
5325,145
5329,120
5331,112
5341,104
5343,107
5345,1580
5350,224
5352,8
5354,224
5376,1
5386,1841
5396,750
5406,271
5416,740
5418,22
5438,1164
5458,621
5478,1358
5504,18
5516,179513
5521,737
5523,166
5525,25
5527,11
5529,13
5531,1722
5533,5
5535,15
5537,17
5539,11
5541,9
5543,11
5545,19
5547,29
5575,5813
5576,4624
5616,8
5617,8
5618,19
5619,24
5620,87
5621,196
5622,8
5623,8
5624,19
5625,24
5626,87
5627,196
5628,41
5629,43
5630,24
5631,669
5632,38
5633,54
5634,111
5635,41
5636,43
5637,24
5639,38
5640,54
5641,111
5642,7
5643,3
5644,19
5645,28
5646,57
5647,252
5649,3
5650,19
5651,28
5652,57
5653,252
5654,54
5655,58
5656,95
5657,194
5658,74
5659,370
5660,1226
5661,54
5662,58
5663,95
5664,194
5665,74
5666,370
5667,1226
5668,19
5670,81
5672,25
5674,78
5676,346
5678,4540
5680,17329
5682,96
5686,19
5688,81
5690,25
5692,78
5694,346
5696,4540
5698,17329
5700,96
5704,271
5706,350
5708,545
5710,381
5712,1092
5716,37134
5718,271
5720,350
5722,545
5724,381
5726,1092
5728,12310
5730,37134
5734,276
5736,276
5767,38
5769,8
5931,487
5933,973
5935,1085
5937,682
5940,4909
5968,728
5970,362
5972,1304
5974,2483
5976,2483
5978,36
5980,46
5982,24
5984,41
5986,25
5988,24
5992,491
5994,27
5996,7
5998,3
6000,6
6004,428
6006,317
6008,354
6010,4707
6012,56
6014,22
6016,6492
6018,508
6020,182
6022,182
6024,182
6026,182
6028,182
6030,182
6032,120
6034,759
6036,193
6038,943
6041,1952
6043,81
6045,43
6047,62
6049,520
6051,7451
6061,10
6062,10
6128,22392
6129,48699
6130,55576
6131,35780
6133,4453
6135,2202
6137,26738
6139,26619
6141,23804
6143,2352
6145,727
6147,4817
6149,1484
6151,1276
6153,22125
6155,3628
6157,7562
6159,10502
6161,17326
6163,9791
6165,10280
6167,9342
6169,24492
6171,473
6173,373
6211,2858
6213,4022
6287,1937
6289,952
6291,1221
6305,3
6306,2
6313,220
6315,3946
6317,6106
6319,9110
6322,13271
6324,578
6326,1057
6332,404
6333,63
6382,820
6384,504
6386,381
6388,504
6390,428
6408,894
6410,848
6412,1511
6414,1320
6416,2118
6418,2148
6420,2535
6522,230
6523,25310
6524,39885
6525,15110
6526,25479
6527,18527
6528,33571
6562,307606
6563,355066
6568,47933
6571,5995868
6573,6577830
6577,4487774
6581,8614354
6583,387586
6585,6110766
6587,1137
6589,1494
6591,492
6593,492
6595,492
6597,492
6599,1839
6601,482
6607,2618
6613,1178
6615,760
6617,4532
6619,1524
6621,857
6623,2135
6625,1193
6627,2040
6629,1215
6631,1264
6633,2569
6667,510
6681,1
6683,10
6685,10846
6693,6644
6697,277
6701,282
6705,489
6724,7916
6729,8114
6731,364919
6733,810962
6735,131164
6737,2092208
6739,930097
6762,16750
6764,3935
6809,58180
6812,6009
6889,4884882
6908,9038
6910,72942
6912,818500
6916,5132097
6918,1300570
6920,651153
6922,1925706
6924,3042161
6962,142
7051,489
7054,244
7056,444
7058,1118
7060,1595
7062,224
7064,127
7066,368
7068,597
7070,22
7072,73
7074,40
7076,35
7078,26
7080,149
7082,196
7084,40
7086,262
7088,25
7158,927543
7159,304
7162,76
7164,1060
7166,1060
7168,1804
7170,1060
7176,1224
7186,1353
7196,2118
7319,61785
7321,21143
7323,65526
7325,59292
7327,61534
7329,93
7330,144
7331,199
7332,15090
7334,15498
7336,32382
7338,9276
7340,3310
7342,32590
7344,6338
7346,5528
7348,32141
7350,5010
7352,3176
7354,32627
7356,8942
7358,5668
7360,32434
7362,59178
7364,21136
7366,66834
7368,33167
7386,319053
7388,101923
7394,836946
7396,189203
7398,51445
7399,77642
7400,9150
7416,7269
7418,7668
7433,49
7435,12
7437,205
7439,986
7441,846
7443,1751
7445,8482
7447,4711
7449,24688
7451,14978
7521,229
7566,439
7568,968
7650,310
7759,3048
7763,3298
7767,3332
7771,2711
7801,1937
7934,170
7936,128
7939,10618
7944,292
7946,258
8007,771
8008,715
8009,733
8010,720
8011,978
8012,628
8013,816
8014,376
8015,958
8016,435
8017,470
8018,250
8019,333
8020,267
8021,32
8431,1222
8780,634
8782,1920
8784,134355
8786,327893
8788,972268
8790,999
8792,1110
8794,21
8837,25
8872,3084
8874,3084
8876,3084
8878,3084
8880,1094
8882,12
8901,690394
8921,690394
8924,2392
8925,2392
8926,2392
8927,2392
8928,2392
9003,89
9004,18
9026,189
9028,489
9030,163
9032,73
9034,768
9036,96
9038,190
9040,276
9042,145
9075,143
9140,42
9141,82
9142,160
9143,227
9144,583
9145,8
9174,39
9177,28
9179,109
9181,432
9183,1072
9185,9539
9187,3
9188,2
9189,4
9190,48
9191,128
9192,872
9193,1669
9194,7840
9236,11
9238,40
9239,66
9240,127
9241,245
9242,524
9243,1351
9244,2348
9245,8692
9287,42
9288,82
9289,160
9290,227
9291,583
9292,8
9294,42
9295,82
9296,160
9297,227
9298,583
9299,8
9301,42
9302,82
9303,160
9304,227
9305,583
9306,8
9336,70
9337,116
9338,198
9339,385
9340,1149
9341,2371
9342,8621
9375,4
9377,19
9378,65
9379,131
9380,211
9381,1205
9382,1
9416,423
9418,1123
9419,1123
9420,50
9423,40
9425,98
9427,327
9429,1412
9431,9328
9434,240
9436,213
9438,128
9440,3
9442,1
9444,4
9446,5
9448,12
9450,20
9452,47
9454,26
9457,25
9459,109
9461,336
9463,916
9465,9511
9469,14725
9470,1903763
9472,76710
9475,679
9629,977
9634,2171
9636,1300
9638,3270
9640,637
9642,514
9644,486
9666,25992
9668,21058
9670,27130
9672,4680
9674,7016
9676,5850
9678,5868
9729,139
9731,6609
9733,1644
9735,401
9736,464
9980,18
9984,128
9986,18
9988,43
9992,100
9994,335
9996,260
10008,402
10010,1
10012,153
10025,748
10029,1
10031,1
10034,639
10035,372
10037,219
10039,6581
10041,1240
10043,1278
10045,3913
10047,221
10049,261
10051,6484
10053,5151
10055,3557
10057,322
10059,473
10061,610
10063,1023
10065,6029
10067,5851
10069,601
10071,654
10075,1407
10077,100
10079,1595
10081,1847
10083,2065
10085,3365
10087,16
10088,18
10089,27
10090,37
10091,23
10093,1004
10095,3831
10097,23
10099,6274
10101,21
10103,10419
10105,160
10107,1784
10109,1010
10111,982
10113,52
10115,149
10117,2908
10119,8
10121,1685
10123,89
10125,4
10127,40
10129,45
10132,805
10134,533
10136,143
10138,245
10142,26
10143,14
10144,20
10145,32
10146,15
10147,29
10148,221
10149,1164
10150,1
10156,3040
10158,18
10159,300
10280,169
10282,928
10284,1289
10286,26343
10288,22883
10290,29498
10292,25510
10294,35828
10296,26165
10298,9478
10300,8153
10302,10263
10304,17217
10306,20200
10308,11983
10310,10243
10312,12225
10314,18901
10327,313
10330,27410220
10332,15095440
10334,6343328
10336,6429387
10338,81696867
10340,26380339
10342,11632379
10344,17056212
10346,105283080
10348,88084508
10350,29830715
10352,53365514
10364,421657
10366,58246
10368,130192
10370,126421
10372,35538
10374,33861
10378,28018
10382,25491
10384,82794
10388,41473
10390,24375
10392,35257
10394,599272
10396,12261
10398,392980
10400,1257157
10402,372621
10404,170297
10406,70570
10408,203128
10410,87726
10412,251156
10414,68300
10416,131619
10418,109002
10420,526614
10422,58431
10424,18401
10426,7498
10428,25452
10430,12659
10432,14411
10434,8500
10436,24281
10438,16202
10440,8350
10442,3141
10444,2961
10446,1097355
10448,383617
10450,956822
10452,194416
10454,93889
10456,259854
10458,88790
10460,163526
10462,81234
10464,78305
10466,62450
10468,117470
10470,11690
10472,3124
10474,12451
10476,7849
10564,120460
10589,27137
10808,4038
10810,120
10812,17
10814,74
10816,14
10818,269
10820,360
10826,502
10828,47306
10891,998
10952,49
10954,1827
10956,411
10958,1312
10973,93
10978,403
10981,1058
11037,108967
11061,3476
11065,187
11069,226
11072,570
11074,637
11076,803
11088,1380
11090,10053
11092,9778
11128,1631684
11130,980157
11133,126143
11159,26
11200,35772
11205,37
11212,3345
11217,3359
11222,3359
11227,3345
11228,3345
11229,3345
11230,344
11231,344
11232,965
11233,344
11234,344
11235,136187
11237,3079
11238,515
11240,492
11242,675
11244,1328
11246,1037
11248,2584
11250,7013
11252,20013
11254,17874
11256,327414
11260,184
11262,921
11264,545
11266,47
11280,2392
11283,6918782
11284,5879312
11286,5275073
11324,18
11326,252
11328,6
11330,27
11332,148
11334,5
11335,32749272
11367,205
11369,25
11371,95
11373,351
11375,1098
11377,12277
11379,205
11382,205
11384,205
11386,25
11389,25
11391,25
11393,95
11396,95
11398,95
11400,351
11403,351
11405,351
11407,1098
11410,1098
11412,1098
11414,12277
11417,12277
11419,12277
11656,319
11690,23923822
11694,22750588
11696,2986402
11698,17436957
11700,5204261
11702,22927220
11704,2160811
11706,17887216
11708,4728097
11710,149796
11712,149184
11714,147853
11716,4182196
11718,4889082
11720,11995222
11722,11956663
11724,11610969
11726,10456073
11728,120083
11730,4834283
11732,96077
11736,298662
11738,331618
11967,741159
12109,1178
12111,1086
12113,1241
12115,1463
12117,2620
12119,2347
12121,16606
12125,76
12127,145
12129,2
12130,407
12156,161
12172,3158
12174,3251
12181,3102
12183,24
12204,49
12207,213
12539,1266
12559,1072
12561,180
12563,747
12565,557
12567,1202
12568,2159
12570,81
12572,33
12574,46
12576,20
12581,536
12583,4290
12588,30
12590,21
12878,588782
12885,347692
12892,6449
12899,75184
12906,53093
12913,2253
12920,18276
12927,53490
12934,59815
12941,70879
12948,189909
12955,247132
12962,392778
12969,4112
12976,37528
12983,44876
12986,3928
12989,17656
12992,29655
12995,49832
12998,60065
13001,72179
13004,98926
13007,210200
13081,306
13083,87
13084,87
13085,87
13086,87
13095,123839
13097,18277
13099,12545
13101,267128
13103,99682
13105,38579
13107,313558
13109,609515
13111,360354
13113,1050312
13115,1276121
13278,70
13279,55
13280,91
13290,40782
13337,7065
13355,41705
13431,45
13433,20
13435,38
13563,62
13734,44402
13736,901568
13738,42035211
13740,493502179
13742,259361180
13744,21191473
13746,39077202
13748,446458489
13750,254150547
13752,19585532
13754,827163
13858,950902
13861,637973
13864,207039
13867,901830
13870,1003379
13873,457282
13876,167065
13879,121248
13880,121248
13881,121248
13882,121248
13883,125817
13884,3573187
13887,6255127
13890,3918317
13893,5706475
13896,3335200
13899,33892840
13902,10402514
13905,2683571
13908,3840967
13911,5935426
13914,3427740
13917,3998029
13920,2216974
13923,7866272
13926,5776279
13929,816751
13932,323481
13935,199365
13938,80399
13941,475638
13944,874091
13947,132416
13950,96949
13955,26532
13956,26532
13958,293927
13964,169321
13967,88649
13970,91182
13973,2779956
13976,45786
13979,2391675
13982,863004
13985,119629
13988,74720
14472,741176
14474,2914806
14476,1298309
14479,6042650
14484,13299348
14490,43862
14494,23532
14497,91161
14499,40074
14501,62997
14527,162896
14529,41961641
14531,47270665
14616,4907
14679,23415
14793,20685
14836,2029
14854,1986
14856,2265
14859,51
15119,500
15121,518
15123,99
15126,450454
15241,51501
15243,232
15259,10915272
15263,308
15264,682
15266,629
15270,2257
15272,2419
15486,798513
15488,53640
15490,178414
15503,60460
15505,61465
15507,60589
15509,211575
15511,62284
15513,4226
15515,14389
15517,426957
18691,7814
18693,6382
18695,2502
18697,37994
18699,6168
18832,15388
19143,2311304
19146,1827642
19149,2216572
19152,1334
19157,1315
19162,1409
19167,29848
19169,13582
19171,3648
19173,48738
19175,16082
19177,7188
19179,39448
19182,38498
19185,38365
19188,24830
19190,9913
19192,3957
19194,32681
19196,11993
19198,7029
19200,39740
19203,38662
19206,37750
19209,27270
19211,9679
19213,3918
19215,34764
19217,13945
19219,6722
19221,40240
19224,38851
19227,38463
19230,19523
19232,8603
19234,3881
19236,33963
19238,12464
19240,7259
19242,38483
19245,38686
19248,38221
19251,26743
19253,11809
19255,3839
19257,45878
19259,12735
19261,9611
19263,40130
19266,43656
19269,38316
19272,130551
19275,73687
19278,59378
19281,203522
19284,263923
19287,307985
19290,6329242
19293,3765282
19296,2418300
19299,2189565
19302,2350877
19305,2315299
19308,243911750
19311,502211481
19314,248629222
19317,825117879
19320,463536574
19323,315405
19325,43985
19327,43359
19329,45978
19331,40039
19333,24125774
19346,189602
19348,5007321
19350,3681359
19352,411351
19354,77105
19356,1167941
19358,1061497
19360,134893
19362,23504
19364,17296
19366,28233
19368,179067
19370,167413
19372,132686
19374,35827
19376,30804
19378,31380
19380,142576
19382,146440
19384,58624
19386,100989
19388,62965
19390,69486
19392,256459
19394,97751
19396,54022
19398,209462
19401,87726
19404,38366
19407,98410
19410,233952
19413,157652
19416,152253
19419,129882
19422,228937
19425,826128
19428,218244
19431,68214
19434,38793
19437,133503
19440,405841
19445,527951
19447,204880
19449,118286
19451,211511
19457,181298
19461,1493260
19465,1224199
19475,2604
19476,8651
19477,1982
19478,398
19480,6274
19600,321103
19601,240416
19602,249751
19603,141865
19604,748752
19605,359075
19606,476414
19607,526066
19608,461135
19609,396831
19610,431500
19611,642258
19830,22
19922,7
19927,20
19932,10
19965,33
19967,2096
19994,1
19996,9
20052,4
20053,47
20070,1667
20125,109238
20127,87911
20129,56896
20131,72770
20133,55555
20135,104989914
20139,246435775
20143,196451600
20147,101435108
20151,285326091
20155,231182457
20159,32103735
20163,82558033
20167,62993505
20171,86030465
20264,127
20266,380
20268,2262
20272,79
20278,20
20284,443
20290,829
20308,78
20326,207
20332,420
20338,738
20344,777
20350,81
20362,504
20380,76
20386,50
20392,489
20398,899
20404,893
20410,68
20416,462
20422,401
20436,2387
20438,15469
20440,2335
20442,4243
20444,4969
20446,3616
20448,6387
20450,22582
20452,24890
20454,8252
20456,1606
20458,6495
20460,12599
20462,24977
20464,1563
20466,5150
20659,23422
20661,9758
20667,818530
20671,531956
21358,25
21364,102
21365,1634
21369,3190458
21622,5401
21624,972
21626,1077
21628,1227
21630,23002
21758,23002
21760,23002
21768,2963803
21773,1671
21774,15446
21777,13564009
21790,17671934
